tweet,sentiment
Blm tdr tau2 udh subuh. Gr2 minum kopi kenangan mulu nih dr kmrn:””)),Negative
"Sudah jam empat kurang seperempat, dan aku belum tidur sama sekali, HA HA HA. Parah bangettt, efek minum kopi kenangan mantan maghrib-maghrib. Kapokkk.",Negative
"@susujawi Lah di kopi kenangan nyo duduak kini, ndak muah di kawa lai @Poperahatui",Negative
@hyiloveyo Kopi kenangan Gm,Negative
"Snack Boncabe 2 bungkus, kopi kenangan salted caramel macchiato segelas",Negative
Bisa melek sampe jam 3 grgr kopi kenangan,Positive
@convomf Kopi kenangan doang,Negative
Gara-gara kopi kenangan nih gabisa merem hmm dasar KENANGAN 😒,Negative
Kopi kenangan selalu di hati💙,Negative
Emang udah bener kopi kenangan itu tempat buat jajan kopi.  Jangan coba2 lu ubah fitrahnya dan malah jajal tehnya segala.,Negative
Kopi Kenangan udah bertenger aja di Nasdaq :) goks!,Negative
@sintaokta89 @aurelliAurora @Kopikenangan_ID Sama kamu,Negative
@24nylkzz Americano nya kopi kenangan enak bgt tauu,Positive
"@ngalamfess Nasi uduk depan kopi kenangan suhat👍🏾 Trus lalapan deket bunderan suhat Baceman sebelah selatan e LayLay tpi rodok remang"" Wakeh sakjane tpi bingung njelasno e🥲",Negative
tuku dan kopi kenangan itu gak punya tempat instagramable banget. Tapi orang terus dateng dan beli.  Ngejual tempat doang gak bikin bertahan.,Negative
"Maaf kayanya kita gak cocok, aku ga suka Janji Jiwa, aku sukanya Kopi Kenangan. Karena aku ga mau hanya sekedar janji, aku maunya kita buat kenangan 😛",Positive
"@knogve bisa diterima, kadang larut bersama kenangan, kadang tinggal bersisa seperti ampas kopi",Positive
Ngide bgt jam segini minum kopi kenangan rin,Negative
"@reinclow bisa buat sendiri, bisa beli. banyak kok yg jual, di kopi kenangan adaa",Positive
"cus ke kopi kenangan mantan dulu, off day wajib nongkrong walaupun sejam aja.",Negative
"Gagang cangkir kopi ini bagai sepi yang mendulang kenangan, setiap serufut bergumam dari bibir adalah kerinduan yang tak bisa dijelaskan",Positive
eh hari ini jajan earl grey HALAL di kopi kenangan 👍🏻 udah punya sertifikat MUI.,Positive
"Beli kopi kenangan, pas nerima mbanya bilang ""terima kasih atas kenangannya""",Positive
"ateez ayo ke indonesia, disini ada kopi kenangan",Positive
@rianmega_ dikeramaian terasa sepi ku aduk secangkir kopi dicampur sesendok kenangan menyeruputnya di tengah hujan ditemani sepiring kesendirian,Negative
ya allah ini aslu duit gua habis buat kopi kalo gini. aaaaa my luv kopi kenangan ada di rsm,Negative
@not_urbabygirI Ttp kopi kenangan mantan,Negative
@jisung098 starbucks ga keras atau kopi kenangan gtu tpi rada keras,Negative
"Kopi Kenangan menjadi unikorn, siapa berikutnya?  https://t.co/LTd0LKdOwt",Negative
"dari Kopi Kenangan kita belajar, ga perlu bikin produk yang sempurna untuk dapet hasil yang kita harapkan.",Negative
Mau caramel machiato kopi kenangan 😭,Negative
Gara2 kopi kenangan,Negative
"Wah, keren banget nih Sob, makin bangga dengan produk karya anak bangsa! Semoga kopi Indonesia juga makin mendunia! ☝️  @Kopikenangan_ID  #DiIndonesiaAja #WonderfulIndonesia #BeliKreatifLokal  https://t.co/xyWODvDKGN",Positive
"Di usianya yang ke-4 tahun ini, Kopi Kenangan sudah menembus nilai valuasi US$ 1 miliar dan sudah berhasil menciptakan lebih dari 4000 lapangan kerja dengan 600 gerai kopi yang tersebar di 45 kota di Indonesia!  @Kopikenangan_ID  https://t.co/zmG6Q82vJK",Positive
"#FromMantanToUnicorn Pecinta @Kopikenangan_ID , mana nih suaranya⁉️☕ Hari ini udah pesen Kopi Kenangan Mantan? 🤭❤️  Ada kabar baik yang datang dari brand Indonesia, Kopi Kenangan, yang baru saja menjadi Unicorn kategori F&amp;B (makanan dan minuman) pertama di Asia Tenggara‼️🙌🏻  https://t.co/YChS94x9FK",Positive
"@immaldione kopi kenangan aja, soalnya kisah gua sama noel cuma bersisa kenangan",Negative
Susah banget ngajakin kerja sama sponsorship sama @Kopikenangan_ID pas bikin event 🙄 Padahal doi ni selalu jadi tujuan panitia event gw kalo pas lagi di jam jam genting,Negative
Ngopi heula mang #kopikenangan  https://t.co/vTTKnKndYz,Negative
weekend pokoknya harus beli kopi kenangan sama cerita roti trus ngedrakor/liat varshow nya nct wkwkwkwk,Negative
"Lg badmood, trus pergi ke kopi kenangan cuman mau beli milo dinosaurus . Se ampuh itu emg bikin badmood reda.",Negative
Eh kopi kenangan tu ada colokan ga si,Negative
"@silmakarimah Sbuck ga butuh butuh amat sih aku, yg penting udah ada Kopi Kenangan 😅 gatau tuh @McDonalds_ID kapan mau buka di Pwt. Masa isine rocket chicken tok di mana mana di sini wkwk",Positive
"@peaaenjeii Berarti harus coba kopi kenangan pacar, tq",Negative
"Kopi kenangan mantan doang uda bikin mual perut, kenapa deh ? 😔",Negative
"@lampungbase janji jiwa, kopi kenangan. enak semua tu nder",Positive
"so far unicorn ndek Indo saiki onok 9 : tokopedia, bukalapak, traveloka, bukalapak, ovo, ajaib, xendit, kopi kenangan. Singapore 17, Malaysia Filipin 1, Thailand 2.",Negative
"Kopi Kenangan Mejeng di Billboard Nasdaq, Sandiaga: bangga produk anak bangsa  https://t.co/7falMgIhTM",Positive
@sibungsunamanya @Kopikenangan_ID terimakasih buguru sudah mengingatkannn🙏😂,Negative
Kopi Kenangan Sukses Jadi Unicorn F&amp;B Pertama di Asia Tenggara   https://t.co/YRjuPqLGuU via @mnews_id,Positive
@convomf kopi kenangan,Negative
"Kopi Kenangan Mejeng di Billboard Nasdaq, Sandiaga Uno: Bangga dengan Produk Karya Anak Bangsa  https://t.co/6bslYMaOQm #kopikenangan",Positive
@convomf @lilacmoon22 dia nyeludupin kopi kenangan :),Negative
Tiba2 pengen kopi kenangan,Negative
"@missufe Sama makji, kiaracondong juga sama, enak kayaknya minum kopi kenangan ujan2 gini  https://t.co/psfGWUzjOC",Positive
diantara gemercik hujan dan segelas kopi ada kenangan yg tersirat 🙄  #hujaneuy  https://t.co/CkPIq8uHWS,Negative
"""Pecinta Kopi Kenangan, mana suaranya? Kopi Kenangan baru saja menjadi Unicorn kategori F&amp;B (makanan dan minuman) pertama di Asia Tenggara dengan nilai valuasi menembus US$ 1 miliar.""   https://t.co/aGkGWEPxyr",Negative
@AyuInMetaverse @Kopikenangan_ID Ceo bijak bawak bahasa ke persada dunia.,Positive
Mana besok dibawain makaroni ngehe ama kopi kenangan seliter mantab🥲,Negative
@shxhrxlxr @Kopikenangan_ID Selamba boh nama sendu,Negative
"power of Indonesian market size, kopi kenangan boleh jd f&amp;b unicorn in south asia 👏",Negative
"Bahagia tidak harus dengan banyak uang,  Buktinya dengan kopi , banyak orang sudah merasa bahagia.  #berkah #kopikenangan  https://t.co/Jko5XcU4hB",Positive
"Klo jm segini ada notif wa, tida lain dan tidak bukan dari group imcd or kopikenangan laporan shift",Negative
"Untuk gue yg gak suka kopi, Raspberry Hibiscus Lemon Tea with extra coconut jelly @Kopikenangan_ID The BEST‼️🚨",Positive
"ini belum aja starbucks main NFT. ato yg level lokal : kopi kenangan, Tuku, Fore, Janji Jiwa.  #NFTforFnB",Negative
Besok mau beli kopi kenangan sama cerita roti!!!,Negative
"Orang kantor abis ditinggal pulang langsung pesta duren, sate, pizza dan kopi kenangan.  https://t.co/ICaXtxjGDp",Negative
Kopi Kenangan Jadi F&amp;B Unicorn Pertama di Asia Tenggara  https://t.co/Vu6NBwl7EY,Negative
baru tau di bukittinggi gaada kopi kenangan hupt pdhl lg pengen x,Negative
"@cehlos Hujan dan kesendirian Genangan menjelma kenangan Satu-satunya yang kusanding hanyalah secangkir kopi Semanis bibirmu, sepahit deritaku",Negative
@halalcorner Klo kopi kenangan sdh ada halal nya kah min?,Positive
kl di itung itung pengeluaran w selama setahun beli kopi bisa buat beli hp iphone atau ga laptop baru ye :)  seminggu minum 4-3 kenangan atau ga janjiw,Positive
Hujan dengan sejuta kenangan.  Tapi bukan kopi ya..  https://t.co/PLoKlndO3A,Negative
Aku gbsa hidup kalau tanpa sampoerna mild dan kopi kenangan aja sih plus mercy from Allah SWT…,Positive
Keinginan : Pengen kopi kenangan pake grass jelly.  Kenyataan : Beli capcin gocengan.,Negative
@s3condchild @SUNDA_FESS Ker nyantai dibalkon sambil nikmatin kopi udud gorengan dan memandang langit mengingat kenangan yg pernah dilalui,Negative
Kemaren aku liat kamu bareng dia ke @Kopikenangan_ID !! Its my dream mas its my dream not her!!!,Negative
Kopi Kenangan yang enak Chigo-nya  Janji Jiwa yang enak Jiwa Toast-nya  Dua duanya produk utamanya kopi tapi sama sama gaada yang enak,Positive
"Hebat, Kopi Kenangan Sukses Tembus Nilai Valuasi US$1 Miliar  https://t.co/G85sRFNtnl",Positive
Kini aku telah berani minum kopi pahit sayang. Karena telah menyimpan senyum manismu di gelas kenangan..wkwkw.😉  https://t.co/x3ZnbLdswF,Negative
ntar malem wajib kopi kenangan,Negative
"Hebat, Kopi Kenangan Sukses Tembus Nilai Valuasi US$1 Miliar  https://t.co/f1vlIlGusG",Positive
@bolabolacintah Kopi kenangan kuy,Negative
"@somethincnu @Kopikenangan_ID Iya aku ngeuh nya pas udah sampe kantor. Itu juga ga lgsg aku minum. Aku makan dulu, pas udah makan baru ngerasain. Ternyata gada kopi nya. Udah diaduk² juga sama aja ko rasanya aneh. Ternyata gada kopinya😭",Positive
Kopi Kenangan  https://t.co/Bme4zmQi6o,Negative
@desimal__ @Kopikenangan_ID Km ngeuhnya udh di rumah ya? Kl msh disitu mah suruh si baristanya nguyup. Lagi aneh dagang kopi tp lupa masukin kopi🥲,Negative
"@desimal__ @Kopikenangan_ID Alhamdulillah atuuh, dpt penggantian gaa?",Positive
@somethincnu @Kopikenangan_ID Udah kak. Baru dibales DM nya di IG setelah aku ngetwit. Katanya bakal dilanjutkan ke outlet nya,Negative
@farididoev Tinggl gue aja nih yang belum nyobain kopi Janji Jiwa. Kopi Kenangan mah udah pernah pas lagi Liqo' Offline dibulan November 2021,Negative
@desimal__ @Kopikenangan_ID Iyaaa itu. Itu wa pusatt coba ajaaa semoga digantiin,Positive
"@farididoev Sempat ada desas desus pakai rum dan segala macem, gue sih nggak tau secara detil sih akh, tapi info yang gue terima ya gitu akh  Btw, antum lebih suka kopi janji jiwa atau kopi kenangan akh?",Positive
"@desimal__ @Kopikenangan_ID Di wa ajaa des, kan ada di appnya tea sebelum order ituu",Negative
@irwan_s799 @BNI seharga kopi kenangan,Negative
Alhamdulillah akhirnya bisa merasakan nikmatnya Kopi Janji Jiwa yang rasanya sama enaknya Kopi Kenangan,Positive
@mengeyeI semacem kopi kenangan gitu?,Negative
Emang yang menempati tahta tertinggi perkopian tuh kopi kenangan!🤤,Negative
"Bye kopi kenangan, bye waffle, bye roti bakar baper langganan di kantor. Aku rapopo 🥲🥲🥲",Negative
Cheeseburger bk 10rb pizza hut (pizza+minum) 14rb kopi kenangan (large) 18rb woah thx bgt @gojekindonesia,Negative
"@ngalamfess Boba time, kopi kenangan",Negative
"@ngalamfess Janjiw, bobatime, ngeteh, es teh indonesia, kopi kenangan, street boba,  kulo, excelso",Negative
Kopi kenangan mantan punya KopKen tuh ada versi sasetnya ga sih? Sumpah itu kopi terenak yang pernah gue coba. Mau lagi tapi di sini ga ada gerai yang deket 😭,Negative
"Buy 1 Get 1 All Cookies @kenanganmanis.idn! Jangan sampai ketinggalan, Beb‼️  Nikmati promo ini khusus untuk pembelian via Aplikasi Kopi Kenangan dengan memilih salah satu dari 23 outlet Kopi Kenangan terpilih (kecuali Kenangan Heritage &amp; Rumah Kenangan Senopati)!  https://t.co/QZz0jBr6aF",Negative
Apresiasi tersebut diberikan setelah Kopi Kenangan menjadi unicorn ritel F&amp;B pertama di Asia Tenggara. #kopikenangan #NASDAQ #startup   https://t.co/g4MbatDrbT,Positive
"@strataegi apa ya... paling kopi kenangan, murah enak🤩",Positive
Bm banget kopi kenangan tp hmmmm gmn y,Negative
@sambat24hours kopi kenangan msih mending tpi itu lu liat dri warnanya kebayang isimya gula semua gilak,Negative
@KATADATAcoid hebat dan selamat atas kerja bagus kopi Kenangan,Positive
Bursa Nasdaq mengucapkan selamat kepada Kopi Kenangan atas status unicorn. Apakah startup kuliner ini akan IPO di bursa saham AS seperti Grab?    https://t.co/Qzlm79oZC0,Positive
Balik Jumatan mampir beli kopi. Tebak ini di Tuku atau Kenangan?  #poroshalangid  https://t.co/2t4eAkfa4H,Negative
@kthyunnn AKAMSI wkwkwk nangisss😭😭😭 iya ini keknya lebih ke yanto yg suka nongkrong di kopi kenangan abis sunmori bareng para ngabers,Positive
Belajarlah dr Kopi Kenangan #frommantantoUNICORN,Negative
bener bener ngga cocok kopi kenangan deh minum segelas blubuk blubuk ini perut,Positive
"@Ben14Has Pernah difase ini, membuang semua foto foto, dan sebenarnya ini juga pembebasan diri 😂 walopun masih ada kenangan. Karena kenangan selamanya 😊",Negative
Lagi hareudang gini mah es luwak white  cofee ge ngadadak jadi rasa kopi kenangan.... Se666ar,Negative
"9. Tumblr bts x kopi kenangan 699.000  799.500-699.000=100.500  Sisa Rp 100.500,-  https://t.co/6XExc5X733",Negative
"@stmoozn Iya, cem kopi kenangan deh",Negative
Bursa Nasdaq Sambut Kopi Kenangan Jadi Unicorn Retail Pertama di Asia Tenggara  https://t.co/T9ECA2Lg40,Negative
Power betul brand kopi kenangan Indonesia ni,Positive
Sebelah KFC Chandra jadi Kopi Kenangan   Tapi Riri malah beli mocha floatnya KFC ketimbang sebelah 😅  Aku lebih suka mocha float kfc sih 👌  https://t.co/xKRwgIvDcC,Negative
Kopi Kenangan udah muncul lagi aja di Nasdaq.  Kita masih aja sibuk sama kenangan lama.,Negative
Kopi Kenangan Muncul Sebagai F&amp;B Unicorn Pertama Asia Tenggara Tersenarai Di Nasdaq   https://t.co/Gb8yvgJUkY,Negative
Kopi Kenangan Muncul Sebagai F&amp;B Unikorn Pertama Asia Tenggara Tersenarai Di Nasdaq  https://t.co/JOUAFUPujb,Negative
Thai green tea nya kopi kenangan ter baik pokoknya👍🏻👍🏻👍🏻,Positive
"Mau ngopi juga bisa ada Liberica dan Kopi Kenangan  Di Liberica ada menu Triple Chocolate Cake dan Liberica Cheese Cake, yang wajib kamu coba karena cakenya lembut banget nih Cashbacers  Promonya ada cashback hingga 5% hingga 25.000 lho! Lumayan nih bisa ngopi hemat",Positive
@el_coooco HAPPY BIRTHDAY BOSS KOPI KENANGAN 🎉,Positive
"Sahabat, dapatkan diskon hingga 50% di Kopi Kenangan dengan tukar #livinpoin.   Berlaku setiap hari hingga 31 Mei 2022. Yuk, info juga ke teman/kerabat supaya gak ketinggalan #mandiripromo. Untuk info lengkap klik  https://t.co/PSqSMapVdX  #promopakelivin  https://t.co/QAqO487Fg4",Negative
"Sahabat, dapatkan diskon hingga 50% di Kopi Kenangan dengan tukar #livinpoin.   Berlaku setiap hari hingga 31 Mei 2022. Yuk, info juga ke teman/kerabat supaya gak ketinggalan #mandiripromo. Untuk info lengkap klik  https://t.co/FLbR9LRydw  #promopakelivin  https://t.co/KKvACvaS6m",Negative
"Teman kantor keliling nanya pesanan Kopi Kenangan krn ada yg mau traktir. Begitu gw bilang gw mau chocolate salted caramel, dia bingung. Coklat pake garam Mbak?",Negative
@kentangMarah @Felixnandooo pesankan aja kopikenangan ku dekk,Negative
@yuda_san15 @increvdiblesz Contoh nya kaya kopi kenangan,Negative
"Fess aku mau order pertama kali di kopi kenangan, kasih tau dong minuman fav kalian kalo beli disitu, thank you",Positive
"Kopi Kenangan Mendunia, Jadi Unicorn dengan Valuasi Tembus US$ 1 Miliar  https://t.co/xClduGKWRk #KopiKenangan #SandiagaUno #unicorn",Negative
@happinessdep misa unicorn cafe (dket rumah) nara coffe kanaya coffe kopi raga eight coffe kopi kenangan AWOAKAOAKWOKA,Negative
@tangisanaldebra Kopi apa dulu? Kalo kopi kenangan kan aga aneh jatohnya wkwk,Negative
@aauulli @Kopikenangan_ID keren bgt emg kopken,Positive
@aauulli @Kopikenangan_ID Kopi kenangan emang the best deh hampir semua varian aku suka 😍,Negative
Gusti ini efek kopi kenangan sampe jam segini seger 😢 salah bgt minum kopi magrib magrib,Negative
ngide banget minum kopi kenangan sore sore. gini nih jadi gabisa merem jam segini,Negative
@MahesaGhifari @notagoodprsn yan kata a esa nanti ditraktir kopi kenangan,Negative
tadi aku beli avocado coffee kopi kenangan cuma 16rb padahal yg large... surga bgt,Negative
Kopi kenangan ada tumbler day nya jua.... bahkan senin sampai kamis tp cuma 20% ha  https://t.co/Pv7fwCxTjX,Negative
"kopi susu, kenangan mantan jagoanku",Negative
"@convomf depan gerbang lgsg ada mcd, sbux, kopi kenangan, superindo, mcd, pizza hut ntar naik dikit ke bsb udh ada kfc, turun dikit ketemu waroeng steak sm burger king, tp syg nya panas",Negative
Luar Biasa! Kopi Kenangan Mejeng di Billboard Nasdaq   https://t.co/3uYsEOvuUA,Negative
Kopi kenangan terakhir di banjarbaru  https://t.co/cOFIFKbxqX,Negative
@aauulli @Kopikenangan_ID Wah makin terdepan nih kopi kenangan 😍,Positive
"setelah berhari2 gak boleh ngopi, dan gak boleh minum kopi diluar, malam ini dibolehin, tapi sehari ini aja, besok2 gaboleh lagi:"") km berharga sekali buatku, kopi kenangan.",Positive
"kopi kenangan salted caramel machiato less ice numero uno tiap beli pasti itu, ayo jadikan aku member setiamu",Positive
Kopi Kenangan Sukses Raih Status Unicorn  https://t.co/NkTL5iL0pX,Positive
@keicinantya Aku dan kopi kenangan,Negative
@KorbanMantan14 Kopi kenangan,Negative
"yg satu nongki di janjiw, yg satunya nongki di kopi kenangan   btw gilss ujuy kek nyata banget 😂",Negative
Kopi kenangan best bangett 😍🤎  https://t.co/R0aekSci9K,Negative
"simply satu tingkat di atas kopsus kekinian macem kopi kenangan dsb.   tempatnya cukup enak u/ ngobrol lama, di sampingnya ada alfa, &amp; sekitarannya juga banyak warung makanan hehe.  buka dari jam 13.00 - 22.00, kalau ada kesempatan wajib coba!😋😊   https://t.co/PZxECI4wV9",Positive
Kopi Kenangan beli 2 gratis 1 harin setiap jumat-minggu  https://t.co/l39D7uV2Ji,Positive
Kopi Kenangan Bundle Sultan Manis harin  https://t.co/gJ2QDiZy4q,Positive
@christaline_ kopi kenangan favorit bgt jadi pengen 🙃,Positive
@redhauddin kopi kenangan mcm mana plak tuan,Negative
@christaline_ Kopi kenangan mantan,Negative
And Kopi Kenangan recent valuation + fund raising :  https://t.co/T2vPbZYCjF,Negative
"@rentfess Hai, sender! Mcflurry and Kopi Kenangan? Well, it sounds great! Saya masih avail dari besok sampai seterusnya atau kamu boleh langsung tanya ke @pletohra sebagai manager saya ya.  Sedikit perkenalan, saya ini tipe orang yang lebih suka mirror perlakuan partner saya, supaya lebih",Positive
"Kopi kenangan ga enak, enakan ciuman ma aku",Negative
Tidak ada pilihan selain neduh di kopi kenangan,Negative
"kopi kenangan udah jadi unicorn, tapi belum bisa beli kopinya disini:(",Positive
Tadi pas pulang liat ada kios Kopi Kenangan deket rumah. Udah seneng dong aku tp inget klo bbrp hari ini aslam sdg tidak baik2 saja :(,Negative
@aauulli @Kopikenangan_ID 😍 waahh kopi favorit ku juga kak.. gak nyangka ternyataaaa.. hemn,Positive
@mulyaramdan @paperscratchh Sampe skrg klo gue beli kopi kenangan pasti sklian ambil gula arennya walau ga gue pake wkwk efek dyas nih,Negative
@faishalDaniel Kan awal ya janji jiwa dulu baru jd kopi kenangan 😂,Negative
@Nengsih895 Janji jiwa ? Kopi kenangan 😂,Negative
kopi kenangan caramel latte 9/10 recommended bgt rasanya pas must try da kalau ke kopken,Negative
"""Beli kopi yg kecil aja aq, buat jogging"" mamanda jogger gaul yg suka kopi kenangan @sheisLia",Positive
@22Trijp Kopi kali kenangan,Negative
@okkotsoo YA ALLAH BENER😭😭😭KEKENYANGAN OTW BALIK BELI KOPI KENANGAN (((((KOPI KENANGAN))),Negative
